St_Num,St_Dir,St_Name,St_Type,St_Addr,City,Zip,X,Y,Address,Price,Neighborhood
2725,SE,22nd,Ave,2725 SE 22nd Ave,Portland,97202,-122.64362555,45.50295352,"2725 SE 22nd Ave, Portland, OR 97202",680000,HOSFORD-ABERNETHY
2718,SE,28th,Pl,2718 SE 28th Pl,Portland,97202,-122.63659867,45.50323419,"2718 SE 28th Pl, Portland, OR 97202",624999,HOSFORD-ABERNETHY
2443,SE,Clinton,St,2443 SE Clinton St,Portland,97202,-122.64065484,45.50340439,"2443 SE Clinton St, Portland, OR 97202",1165000,HOSFORD-ABERNETHY
2443,SE,Ivon,St,2443 SE Ivon St,Portland,97202,-122.64068778,45.50411873,"2443 SE Ivon St, Portland, OR 97202",1255000,HOSFORD-ABERNETHY
2522,SE,21st,Ave,2522 SE 21st Ave,Portland,97202,-122.64458880,45.50441998,"2522 SE 21st Ave, Portland, OR 97202",499995,HOSFORD-ABERNETHY
1222,SE,Division,St,1222 SE Division St,Portland,97202,-122.65317799,45.50484251,"1222 SE Division St, Portland, OR 97202",925000,HOSFORD-ABERNETHY
2424,SE,Caruthers,St,2424 SE Caruthers St,Portland,97214,-122.64065501,45.50549248,"2424 SE Caruthers St, Portland, OR 97214",819900,HOSFORD-ABERNETHY
2328,SE,Ladd,Ave,2328 SE Ladd Ave,Portland,97214,-122.64632578,45.50593107,"2328 SE Ladd Ave, Portland, OR 97214",649000,HOSFORD-ABERNETHY
1101,SE,Sherman,St,1101 SE Sherman St,Portland,97214,-122.65443075,45.50652053,"1101 SE Sherman St, Portland, OR 97214",2900000,HOSFORD-ABERNETHY
2216,SE,Grant,St,2216 SE Grant St,Portland,97214,-122.64276423,45.50701049,"2216 SE Grant St, Portland, OR 97214",585000,HOSFORD-ABERNETHY
1161,SE,Grant,St,1161 SE Grant St,Portland,97214,-122.65407217,45.50725105,"1161 SE Grant St, Portland, OR 97214",689900,HOSFORD-ABERNETHY
1155,SE,Grant,St,1155 SE Grant St,Portland,97214,-122.65418516,45.50725218,"1155 SE Grant St, Portland, OR 97214",680900,HOSFORD-ABERNETHY
2638,SE,Lincoln,St,2638 SE Lincoln St,Portland,97214,-122.63869054,45.50771558,"2638 SE Lincoln St, Portland, OR 97214",975000,HOSFORD-ABERNETHY
1937,SE,20th,Ave,1937 SE 20th Ave,Portland,97214,-122.64514754,45.50914000,"1937 SE 20th Ave, Portland, OR 97214",579000,HOSFORD-ABERNETHY
1926,SE,21st,Ave,1926 SE 21st Ave,Portland,97214,-122.64409251,45.50929799,"1926 SE 21st Ave, Portland, OR 97214",579000,HOSFORD-ABERNETHY
1116,SE,Stephens,St,1116 SE Stephens St,Portland,97214,-122.65427090,45.50933802,"1116 SE Stephens St, Portland, OR 97214",334900,HOSFORD-ABERNETHY
1844,SE,12th,Ave,1844 SE 12th Ave,Portland,97214,-122.65367252,45.50939200,"1844 SE 12th Ave, Portland, OR 97214",1299000,HOSFORD-ABERNETHY
1814,SE,27th,Ave,1814 SE 27th Ave,Portland,97214,-122.63809777,45.50995153,"1814 SE 27th Ave, Portland, OR 97214",725000,HOSFORD-ABERNETHY
1715,SE,29th,Ave,1715 SE 29th Ave,Portland,97214,-122.63615158,45.51019691,"1715 SE 29th Ave, Portland, OR 97214",799900,HOSFORD-ABERNETHY
1015,SE,Market,St,1015 SE Market St,Portland,97214,-122.65527480,45.51080871,"1015 SE Market St, Portland, OR 97214",498000,HOSFORD-ABERNETHY
1501,SE,Holly,St,1501 SE Holly St,Portland,97214,-122.65084597,45.51131749,"1501 SE Holly St, Portland, OR 97214",1099000,HOSFORD-ABERNETHY
1518,SE,Poplar,Ave,1518 SE Poplar Ave,Portland,97214,-122.64703481,45.51198054,"1518 SE Poplar Ave, Portland, OR 97214",850000,HOSFORD-ABERNETHY
4315,N,Borthwick,Ave,4315 N Borthwick Ave,Portland,97217,-122.67340444,45.55487355,"4315 N Borthwick Ave, Portland, OR 97217",690000,HUMBOLDT
720,N,Prescott,St,720 N Prescott St,Portland,97217,-122.67415195,45.55544271,"720 N Prescott St, Portland, OR 97217",969000,HUMBOLDT
4614,N,Commercial,Ave,4614 N Commercial Ave,Portland,97217,-122.67114510,45.55628720,"4614 N Commercial Ave, Portland, OR 97217",599500,HUMBOLDT
567,N,Blandena,St,567 N Blandena St,Portland,97217,-122.67235830,45.55690746,"567 N Blandena St, Portland, OR 97217",325000,HUMBOLDT
1,NE,Wygant,St,1 NE Wygant St,Portland,97211,-122.66635048,45.55767088,"1 NE Wygant St, Portland, OR 97211",429000,HUMBOLDT
4915,NE,Cleveland,Ave,4915 NE Cleveland Ave,Portland,97211,-122.66565143,45.55853522,"4915 NE Cleveland Ave, Portland, OR 97211",449900,HUMBOLDT
633,N,Webster,St,633 N Webster St,Portland,97217,-122.67377576,45.55975148,"633 N Webster St, Portland, OR 97217",485000,HUMBOLDT
5232,N,Williams,Ave,5232 N Williams Ave,Portland,97217,-122.66688986,45.56093295,"5232 N Williams Ave, Portland, OR 97217",499900,HUMBOLDT
5305,NE,Rodney,Ave,5305 NE Rodney Ave,Portland,97211,-122.66479748,45.56179302,"5305 NE Rodney Ave, Portland, OR 97211",999999,HUMBOLDT
5315,NE,Cleveland,Ave,5315 NE Cleveland Ave,Portland,97211,-122.66585478,45.56192922,"5315 NE Cleveland Ave, Portland, OR 97211",859000,HUMBOLDT
5723,N,Vancouver,Ave,5723 N Vancouver Ave,Portland,97217,-122.66881778,45.56432481,"5723 N Vancouver Ave, Portland, OR 97217",1029000,HUMBOLDT
834,N,Simpson,St,834 N Simpson St,Portland,97217,-122.67575598,45.56551249,"834 N Simpson St, Portland, OR 97217",625000,HUMBOLDT
5905,N,Kerby,Ave,5905 N Kerby Ave,Portland,97217,-122.67290748,45.56570301,"5905 N Kerby Ave, Portland, OR 97217",579900,HUMBOLDT
1766,NE,17th,Ave,1766 NE 17th Ave,Portland,97212,-122.64846258,45.53552401,"1766 NE 17th Ave, Portland, OR 97212",759000,IRVINGTON
1927,NE,16th,Ave,1927 NE 16th Ave,Portland,97212,-122.64948358,45.53689688,"1927 NE 16th Ave, Portland, OR 97212",1450000,IRVINGTON
2134,NE,19th,Ave,2134 NE 19th Ave,Portland,97212,-122.64629251,45.53800798,"2134 NE 19th Ave, Portland, OR 97212",1850000,IRVINGTON
2229,NE,Thompson,St,2229 NE Thompson St,Portland,97212,-122.64252878,45.53899424,"2229 NE Thompson St, Portland, OR 97212",2750000,IRVINGTON
2325,NE,15th,Ave,2325 NE 15th Ave,Portland,97212,-122.65048756,45.53943299,"2325 NE 15th Ave, Portland, OR 97212",925000,IRVINGTON
2334,NE,19th,Ave,2334 NE 19th Ave,Portland,97212,-122.64629251,45.53955000,"2334 NE 19th Ave, Portland, OR 97212",929000,IRVINGTON
2536,NE,10th,Ave,2536 NE 10th Ave,Portland,97212,-122.65547999,45.54110883,"2536 NE 10th Ave, Portland, OR 97212",949900,IRVINGTON
2608,NE,7th,Ave,2608 NE 7th Ave,Portland,97212,-122.65863008,45.54147721,"2608 NE 7th Ave, Portland, OR 97212",740000,IRVINGTON
2617,NE,8th,Ave,2617 NE 8th Ave,Portland,97212,-122.65758846,45.54152712,"2617 NE 8th Ave, Portland, OR 97212",1075000,IRVINGTON
2616,NE,7th,Ave,2616 NE 7th Ave,Portland,97212,-122.65862882,45.54157620,"2616 NE 7th Ave, Portland, OR 97212",479000,IRVINGTON
2806,NE,12th,Ave,2806 NE 12th Ave,Portland,97212,-122.65345677,45.54298876,"2806 NE 12th Ave, Portland, OR 97212",1195000,IRVINGTON
2825,NE,18th,Ave,2825 NE 18th Ave,Portland,97212,-122.64731585,45.54322936,"2825 NE 18th Ave, Portland, OR 97212",825000,IRVINGTON
1211,NE,Stanton,St,1211 NE Stanton St,Portland,97212,-122.65321277,45.54369003,"1211 NE Stanton St, Portland, OR 97212",1395000,IRVINGTON
3017,NE,10th,Ave,3017 NE 10th Ave,Portland,97212,-122.65553749,45.54464201,"3017 NE 10th Ave, Portland, OR 97212",1450000,IRVINGTON
2525,N,Lombard,St,2525 N Lombard St,Portland,97217,-122.69299404,45.57714749,"2525 N Lombard St, Portland, OR 97217",335350,KENTON
3315,N,Russet,St,3315 N Russet St,Portland,97217,-122.70093103,45.57784750,"3315 N Russet St, Portland, OR 97217",495000,KENTON
7605,N,Denver,Ave,7605 N Denver Ave,Portland,97217,-122.68690752,45.57826601,"7605 N Denver Ave, Portland, OR 97217",325000,KENTON
7639,N,Brandon,Ave,7639 N Brandon Ave,Portland,97217,-122.68901917,45.57854031,"7639 N Brandon Ave, Portland, OR 97217",599000,KENTON
2620,N,Terry,St,2620 N Terry St,Portland,97217,-122.69397414,45.57982764,"2620 N Terry St, Portland, OR 97217",429900,KENTON
7835,N,Wabash,Ave,7835 N Wabash Ave,Portland,97217,-122.70271755,45.58022302,"7835 N Wabash Ave, Portland, OR 97217",499900,KENTON
2632,N,Watts,St,2632 N Watts St,Portland,97217,-122.69416248,45.58122981,"2632 N Watts St, Portland, OR 97217",689900,KENTON
3119,N,Kilpatrick,St,3119 N Kilpatrick St,Portland,97217,-122.69848461,45.58199194,"3119 N Kilpatrick St, Portland, OR 97217",529900,KENTON
1234,N,Kilpatrick,St,1234 N Kilpatrick St,Portland,97217,-122.67921302,45.58203250,"1234 N Kilpatrick St, Portland, OR 97217",499000,KENTON
8240,N,Montana,Ave,8240 N Montana Ave,Portland,97217,-122.68020787,45.58259351,"8240 N Montana Ave, Portland, OR 97217",649900,KENTON
2535,N,Halleck,St,2535 N Halleck St,Portland,97217,-122.69328858,45.58272112,"2535 N Halleck St, Portland, OR 97217",499900,KENTON
2843,N,Halleck,St,2843 N Halleck St,Portland,97217,-122.69652886,45.58273470,"2843 N Halleck St, Portland, OR 97217",574900,KENTON
8234,N,Chautauqua,Blvd,8234 N Chautauqua Blvd,Portland,97217,-122.70788122,45.58288897,"8234 N Chautauqua Blvd, Portland, OR 97217",525000,KENTON
1626,N,Willis,Blvd,1626 N Willis Blvd,Portland,97217,-122.68396002,45.58379254,"1626 N Willis Blvd, Portland, OR 97217",425000,KENTON
3916,N,Willis,Blvd,3916 N Willis Blvd,Portland,97217,-122.70710539,45.58396994,"3916 N Willis Blvd, Portland, OR 97217",749000,KENTON
8450,N,Seward,Ave,8450 N Seward Ave,Portland,97217,-122.70330322,45.58436807,"8450 N Seward Ave, Portland, OR 97217",539900,KENTON
8454,N,Seward,Ave,8454 N Seward Ave,Portland,97217,-122.70330289,45.58439377,"8454 N Seward Ave, Portland, OR 97217",539900,KENTON
2605,N,Argyle,St,2605 N Argyle St,Portland,97217,-122.69366233,45.58447478,"2605 N Argyle St, Portland, OR 97217",519000,KENTON
2955,N,Argyle,St,2955 N Argyle St,Portland,97217,-122.69703202,45.58448752,"2955 N Argyle St, Portland, OR 97217",625000,KENTON
8561,N,Hamlin,Ave,8561 N Hamlin Ave,Portland,97217,-122.70243751,45.58502300,"8561 N Hamlin Ave, Portland, OR 97217",499999,KENTON
2608,N,Hunt,St,2608 N Hunt St,Portland,97217,-122.69439398,45.58510250,"2608 N Hunt St, Portland, OR 97217",465000,KENTON
2412,N,Hunt,St,2412 N Hunt St,Portland,97217,-122.69128061,45.58516428,"2412 N Hunt St, Portland, OR 97217",529000,KENTON
8701,N,Tyndall,Ave,8701 N Tyndall Ave,Portland,97217,-122.69320904,45.58527010,"8701 N Tyndall Ave, Portland, OR 97217",584000,KENTON
8701,N,Hamlin,Ave,8701 N Hamlin Ave,Portland,97217,-122.70243751,45.58537299,"8701 N Hamlin Ave, Portland, OR 97217",473100,KENTON
8759,N,Wilbur,Ave,8759 N Wilbur Ave,Portland,97217,-122.69414756,45.58600900,"8759 N Wilbur Ave, Portland, OR 97217",400000,KENTON
3711,N,Alaska,Pl,3711 N Alaska Pl,Portland,97217,-122.70447389,45.58780487,"3711 N Alaska Pl, Portland, OR 97217",500000,KENTON
9047,N,Curtis,Ave,9047 N Curtis Ave,Portland,97217,-122.69848745,45.58845602,"9047 N Curtis Ave, Portland, OR 97217",425000,KENTON
9108,N,Chautauqua,Blvd,9108 N Chautauqua Blvd,Portland,97217,-122.70536246,45.58886501,"9108 N Chautauqua Blvd, Portland, OR 97217",552000,KENTON
402,SE,29th,Ave,402 SE 29th Ave,Portland,97214,-122.63587254,45.51988400,"402 SE 29th Ave, Portland, OR 97214",829000,KERNS
2621,NE,Everett,St,2621 NE Everett St,Portland,97232,-122.63877402,45.52499751,"2621 NE Everett St, Portland, OR 97232",580000,KERNS
1608,NE,Glisan,St,1608 NE Glisan St,Portland,97232,-122.64927747,45.52653953,"1608 NE Glisan St, Portland, OR 97232",524500,KERNS
832,NE,Failing,St,832 NE Failing St,Portland,97212,-122.65690576,45.55079018,"832 NE Failing St, Portland, OR 97212",465000,KING
3927,NE,7th,Ave,3927 NE 7th Ave,Portland,97212,-122.65863771,45.55123597,"3927 NE 7th Ave, Portland, OR 97212",625000,KING
3969,NE,6th,Ave,3969 NE 6th Ave,Portland,97212,-122.65959962,45.55182484,"3969 NE 6th Ave, Portland, OR 97212",599000,KING
4037,NE,8th,Ave,4037 NE 8th Ave,Portland,97212,-122.65766298,45.55263323,"4037 NE 8th Ave, Portland, OR 97212",599000,KING
4044,NE,Grand,Ave,4044 NE Grand Ave,Portland,97212,-122.66052255,45.55274002,"4044 NE Grand Ave, Portland, OR 97212",475000,KING
4137,NE,Garfield,Ave,4137 NE Garfield Ave,Portland,97211,-122.66266362,45.55390711,"4137 NE Garfield Ave, Portland, OR 97211",360000,KING
416,NE,Going,St,416 NE Going St,Portland,97211,-122.66110098,45.55637898,"416 NE Going St, Portland, OR 97211",649500,KING
4833,NE,11th,Ave,4833 NE 11th Ave,Portland,97211,-122.65465069,45.55780713,"4833 NE 11th Ave, Portland, OR 97211",879000,KING
4812,NE,Mallory,Ave,4812 NE Mallory Ave,Portland,97211,-122.66356887,45.55791802,"4812 NE Mallory Ave, Portland, OR 97211",1750000,KING
4848,NE,7th,Ave,4848 NE 7th Ave,Portland,97211,-122.65852899,45.55805096,"4848 NE 7th Ave, Portland, OR 97211",579900,KING
610,NE,Webster,St,610 NE Webster St,Portland,97211,-122.65913962,45.55999925,"610 NE Webster St, Portland, OR 97211",469000,KING
919,NE,Webster,St,919 NE Webster St,Portland,97211,-122.65608609,45.56005457,"919 NE Webster St, Portland, OR 97211",839000,KING
1125,NE,Sumner,St,1125 NE Sumner St,Portland,97211,-122.65406404,45.56063745,"1125 NE Sumner St, Portland, OR 97211",665000,KING
528,NE,Roselawn,St,528 NE Roselawn St,Portland,97211,-122.65975904,45.56112255,"528 NE Roselawn St, Portland, OR 97211",435000,KING
852,NE,Roselawn,St,852 NE Roselawn St,Portland,97211,-122.65690902,45.56113256,"852 NE Roselawn St, Portland, OR 97211",625000,KING
845,NE,Emerson,St,845 NE Emerson St,Portland,97211,-122.65702000,45.56182751,"845 NE Emerson St, Portland, OR 97211",549900,KING
847,NE,Killingsworth,St,847 NE Killingsworth St,Portland,97211,-122.65697197,45.56276745,"847 NE Killingsworth St, Portland, OR 97211",499500,KING
719,NE,Church,St,719 NE Church St,Portland,97211,-122.65825960,45.56343591,"719 NE Church St, Portland, OR 97211",425000,KING
826,NE,Ainsworth,St,826 NE Ainsworth St,Portland,97211,-122.65724975,45.56632172,"826 NE Ainsworth St, Portland, OR 97211",598750,KING
3915,SE,Oak,St,3915 SE Oak St,Portland,97214,-122.62259561,45.52031592,"3915 SE Oak St, Portland, OR 97214",710000,LAURELHURST
204,SE,32nd,Ave,204 SE 32nd Ave,Portland,97214,-122.63205643,45.52125671,"204 SE 32nd Ave, Portland, OR 97214",950000,LAURELHURST
4327,SE,Ash,St,4327 SE Ash St,Portland,97215,-122.61770108,45.52200328,"4327 SE Ash St, Portland, OR 97215",699000,LAURELHURST
3346,E,Burnside,St,3346 E Burnside St,Portland,97214,-122.62934899,45.52282249,"3346 E Burnside St, Portland, OR 97214",849000,LAURELHURST
112,NE,32nd,Ave,112 NE 32nd Ave,Portland,97232,-122.63166391,45.52386252,"112 NE 32nd Ave, Portland, OR 97232",850000,LAURELHURST
3846,NE,Glisan,St,3846 NE Glisan St,Portland,97232,-122.62403696,45.52641254,"3846 NE Glisan St, Portland, OR 97232",1300000,LAURELHURST
4226,NE,Hoyt,St,4226 NE Hoyt St,Portland,97213,-122.61920412,45.52704265,"4226 NE Hoyt St, Portland, OR 97213",639000,LAURELHURST
547,NE,Royal,Ct,547 NE Royal Ct,Portland,97232,-122.62593907,45.52708548,"547 NE Royal Ct, Portland, OR 97232",819000,LAURELHURST
610,NE,Cesar E Chavez,Blvd,610 NE Cesar E Chavez Blvd,Portland,97232,-122.62297925,45.52740437,"610 NE Cesar E Chavez Blvd, Portland, OR 97232",995000,LAURELHURST
3321,NE,Irving,St,3321 NE Irving St,Portland,97232,-122.62933893,45.52794576,"3321 NE Irving St, Portland, OR 97232",1650000,LAURELHURST
950,NE,Hazelfern,Pl,950 NE Hazelfern Pl,Portland,97232,-122.62385055,45.52993336,"950 NE Hazelfern Pl, Portland, OR 97232",855000,LAURELHURST
942,NE,Floral,Pl,942 NE Floral Pl,Portland,97232,-122.62621357,45.53008520,"942 NE Floral Pl, Portland, OR 97232",824900,LAURELHURST
3345,NE,Holladay,St,3345 NE Holladay St,Portland,97232,-122.62970732,45.53016927,"3345 NE Holladay St, Portland, OR 97232",989000,LAURELHURST
3815,NE,Hassalo,St,3815 NE Hassalo St,Portland,97232,-122.62348233,45.53079012,"3815 NE Hassalo St, Portland, OR 97232",640000,LAURELHURST
4100,NE,Multnomah,St,4100 NE Multnomah St,Portland,97232,-122.62133807,45.53172197,"4100 NE Multnomah St, Portland, OR 97232",789900,LAURELHURST
3507,NE,Wasco,St,3507 NE Wasco St,Portland,97232,-122.62758502,45.53224752,"3507 NE Wasco St, Portland, OR 97232",645000,LAURELHURST
3724,NE,Senate,St,3724 NE Senate St,Portland,97232,-122.62489896,45.53284381,"3724 NE Senate St, Portland, OR 97232",699000,LAURELHURST
9409,SE,Sun Crest,Dr,9409 SE Sun Crest Dr,Happy Valley,97086,-122.56651011,45.45897954,"9409 SE Sun Crest Dr, Happy Valley, OR 97086",625000,LENTS
9212,SE,Grandview,Ter,9212 SE Grandview Ter,Happy Valley,97086,-122.56797192,45.45981195,"9212 SE Grandview Ter, Happy Valley, OR 97086",639000,LENTS
8520,SE,87th,Ave,8520 SE 87th Ave,Portland,97266,-122.57374613,45.46200441,"8520 SE 87th Ave, Portland, OR 97266",275000,LENTS
9610,SE,Crystal View,Dr,9610 SE Crystal View Dr,Portland,97266,-122.56407978,45.46216190,"9610 SE Crystal View Dr, Portland, OR 97266",759000,LENTS
8515,SE,89th,Ave,8515 SE 89th Ave,Portland,97266,-122.57192630,45.46220327,"8515 SE 89th Ave, Portland, OR 97266",424900,LENTS
10111,SE,Clatsop,St,10111 SE Clatsop St,Portland,97266,-122.55902893,45.46224836,"10111 SE Clatsop St, Portland, OR 97266",600000,LENTS
8421,SE,92nd,Ave,8421 SE 92nd Ave,Portland,97266,-122.56866041,45.46239546,"8421 SE 92nd Ave, Portland, OR 97266",460000,LENTS
9229,SE,Harney,Ct,9229 SE Harney Ct,Portland,97266,-122.56812472,45.46273979,"9229 SE Harney Ct, Portland, OR 97266",530000,LENTS
11121,SE,Flavel,St,11121 SE Flavel St,Portland,97266,-122.54864459,45.46835018,"11121 SE Flavel St, Portland, OR 97266",775000,LENTS
8807,SE,Knapp,St,8807 SE Knapp St,Portland,97266,-122.57235364,45.47032323,"8807 SE Knapp St, Portland, OR 97266",399999,LENTS
8318,SE,Knapp,St,8318 SE Knapp St,Portland,97266,-122.57738547,45.47041137,"8318 SE Knapp St, Portland, OR 97266",358000,LENTS
8930,SE,Rural,St,8930 SE Rural St,Portland,97266,-122.57087206,45.47143086,"8930 SE Rural St, Portland, OR 97266",395000,LENTS
8814,SE,Rural,St,8814 SE Rural St,Portland,97266,-122.57218810,45.47145743,"8814 SE Rural St, Portland, OR 97266",375000,LENTS
7031,SE,84th,Ave,7031 SE 84th Ave,Portland,97266,-122.57696218,45.47165801,"7031 SE 84th Ave, Portland, OR 97266",339000,LENTS
7014,SE,83rd,Ave,7014 SE 83rd Ave,Portland,97266,-122.57795971,45.47198197,"7014 SE 83rd Ave, Portland, OR 97266",339000,LENTS
6703,SE,86th,Ave,6703 SE 86th Ave,Portland,97266,-122.57487752,45.47380998,"6703 SE 86th Ave, Portland, OR 97266",379900,LENTS
6536,SE,91st,Ave,6536 SE 91st Ave,Portland,97266,-122.56971158,45.47500675,"6536 SE 91st Ave, Portland, OR 97266",395000,LENTS
6527,SE,90th,Ave,6527 SE 90th Ave,Portland,97266,-122.57077634,45.47518004,"6527 SE 90th Ave, Portland, OR 97266",369900,LENTS
6529,SE,93rd,Ave,6529 SE 93rd Ave,Portland,97266,-122.56765491,45.47544936,"6529 SE 93rd Ave, Portland, OR 97266",419900,LENTS
6516,SE,92nd,Ave,6516 SE 92nd Ave,Portland,97266,-122.56860249,45.47564599,"6516 SE 92nd Ave, Portland, OR 97266",424000,LENTS
9268,SE,Duke,St,9268 SE Duke St,Portland,97266,-122.56803403,45.47596250,"9268 SE Duke St, Portland, OR 97266",375000,LENTS
6324,SE,87th,Ave,6324 SE 87th Ave,Portland,97266,-122.57350573,45.47703312,"6324 SE 87th Ave, Portland, OR 97266",430000,LENTS
6320,SE,87th,Ave,6320 SE 87th Ave,Portland,97266,-122.57350372,45.47710214,"6320 SE 87th Ave, Portland, OR 97266",430000,LENTS
6314,SE,87th,Ave,6314 SE 87th Ave,Portland,97266,-122.57350180,45.47717112,"6314 SE 87th Ave, Portland, OR 97266",430000,LENTS
6324,SE,84th,Ave,6324 SE 84th Ave,Portland,97266,-122.57698724,45.47718277,"6324 SE 84th Ave, Portland, OR 97266",385000,LENTS
6310,SE,87th,Ave,6310 SE 87th Ave,Portland,97266,-122.57349987,45.47723914,"6310 SE 87th Ave, Portland, OR 97266",430000,LENTS
8506,SE,Tolman,St,8506 SE Tolman St,Portland,97266,-122.57527046,45.47750062,"8506 SE Tolman St, Portland, OR 97266",415000,LENTS
9818,SE,Henry,St,9818 SE Henry St,Portland,97266,-122.56221472,45.47755916,"9818 SE Henry St, Portland, OR 97266",300000,LENTS
6102,SE,89th,Ave,6102 SE 89th Ave,Portland,97266,-122.57152006,45.47858934,"6102 SE 89th Ave, Portland, OR 97266",279990,LENTS
6029,SE,86th,Ave,6029 SE 86th Ave,Portland,97266,-122.57447393,45.47873603,"6029 SE 86th Ave, Portland, OR 97266",375000,LENTS
8706,SE,Woodstock,Blvd,8706 SE Woodstock Blvd,Portland,97266,-122.57318471,45.47927096,"8706 SE Woodstock Blvd, Portland, OR 97266",316000,LENTS
5910,SE,101st,Ave,5910 SE 101st Ave,Portland,97266,-122.55972354,45.47967832,"5910 SE 101st Ave, Portland, OR 97266",359900,LENTS
5733,SE,84th,Ave,5733 SE 84th Ave,Portland,97266,-122.57693351,45.48087563,"5733 SE 84th Ave, Portland, OR 97266",450000,LENTS
5714,SE,88th,Ave,5714 SE 88th Ave,Portland,97266,-122.57197470,45.48127746,"5714 SE 88th Ave, Portland, OR 97266",650000,LENTS
9121,SE,Reedway,St,9121 SE Reedway St,Portland,97266,-122.56910389,45.48135721,"9121 SE ReedWay,St, Portland, OR 97266",389000,LENTS
9101,SE,Reedway,St,9101 SE Reedway St,Portland,97266,-122.56979867,45.48136765,"9101 SE ReedWay,St, Portland, OR 97266",424950,LENTS
5604,SE,104th,Ave,5604 SE 104th Ave,Portland,97266,-122.55573124,45.48163880,"5604 SE 104th Ave, Portland, OR 97266",365000,LENTS
10028,SE,Ellis,St,10028 SE Ellis St,Portland,97266,-122.55987953,45.48184973,"10028 SE Ellis St, Portland, OR 97266",225000,LENTS
9640,SE,Ellis,St,9640 SE Ellis St,Portland,97266,-122.56427416,45.48196054,"9640 SE Ellis St, Portland, OR 97266",379000,LENTS
5509,SE,111th,Ave,5509 SE 111th Ave,Portland,97266,-122.54903519,45.48262510,"5509 SE 111th Ave, Portland, OR 97266",358000,LENTS
9929,SE,Harold,St,9929 SE Harold St,Portland,97266,-122.56126187,45.48265306,"9929 SE Harold St, Portland, OR 97266",299000,LENTS
11014,SE,Harold,St,11014 SE Harold St,Portland,97266,-122.54981420,45.48279094,"11014 SE Harold St, Portland, OR 97266",410000,LENTS
5435,SE,104th,Ave,5435 SE 104th Ave,Portland,97266,-122.55572017,45.48283750,"5435 SE 104th Ave, Portland, OR 97266",314000,LENTS
10026,SE,Insley,St,10026 SE Insley St,Portland,97266,-122.56014330,45.48334155,"10026 SE Insley St, Portland, OR 97266",450000,LENTS
8730,SE,Steele,St,8730 SE Steele St,Portland,97266,-122.57280400,45.48463253,"8730 SE Steele St, Portland, OR 97266",439900,LENTS
10420,SE,Raymond,St,10420 SE Raymond St,Portland,97266,-122.55515255,45.48574409,"10420 SE Raymond St, Portland, OR 97266",445000,LENTS
